Online ISBN,Author,Book Title,Series,Category,Publisher,Product Group,Core Subjects,Cambridge Core DOI/URL
9.78E+12,Datta,Electronic Transport in Mesoscopic Systems,Cambridge Studies in Semiconductor Physics and Microelectronic Engineering,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, Physics And Astronomy, Electronic, Optoelectronic Devices, and Nanotechnology, Condensed Matter Physics, Nanoscience and Mesoscopic Physics",https://doi.org/10.1017/CBO9780511805776
9.78E+12,Ghoussoub,Duality and Perturbation Methods in Critical Point Theory,Cambridge Tracts in Mathematics,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Abstract Analysis, Recreational Mathematics, Differential and Integral Equations, Dynamical Systems and Control Theory",https://doi.org/10.1017/CBO9780511551703
9.78E+12,Meyer/Salinger,Wavelets and Operators,Cambridge Studies in Advanced Mathematics,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Recreational Mathematics, Differential and Integral Equations, Dynamical Systems and Control Theory, Abstract Analysis",https://doi.org/10.1017/CBO9780511623820
9.78E+12,DaSilva/Ratledge/Sasson,Biotechnology: Economic and Social Aspects,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Biotechnology",https://doi.org/10.1017/CBO9780511760075
9.78E+12,Willmer,Invertebrate Relationships,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Entomology",https://doi.org/10.1017/CBO9780511623547
9.78E+12,Smith,Inorganic Substances,Cambridge Texts in Chemistry and Biochemistry,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Chemistry, Molecular Biology, Biochemistry, and Structural Biology, Inorganic Chemistry",https://doi.org/10.1017/CBO9780511622922
9.78E+12,Mortimore,Adapting to Drought,,Monographs,Cambridge University Press,Cambridge Books Online,"Social Sciences, Humanities, Geography, Area Studies, Human Geography, African Studies",https://doi.org/10.1017/CBO9780511720772
9.78E+12,Paulson,Logic and Computation,Cambridge Tracts in Theoretical Computer Science,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Computer Science, Programming Languages and Applied Logic, Algorithmics, Complexity, Computer Algebra, Computational Geometry",https://doi.org/10.1017/CBO9780511526602
9.78E+12,Ferreira/Marshall,The Biophysical Basis of Excitability,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Neurosciences, Zoology",https://doi.org/10.1017/CBO9780511983900
9.78E+12,Petersen,"Brownian Motion, Hardy Spaces and Bounded Mean Oscillation",London Mathematical Society Lecture Note Series,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Statistics and Probability, Abstract Analysis, Probability Theory and Stochastic Processes, Recreational Mathematics",https://doi.org/10.1017/CBO9780511662386
9.78E+12,Hawking/Ellis,The Large Scale Structure of Space-Time,Cambridge Monographs on Mathematical Physics,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Cosmology, Relativity and Gravitation, Theoretical Physics and Mathematical Physics",https://doi.org/10.1017/CBO9780511524646
9.78E+12,Hilton,General Cohomology Theory and K-Theory,London Mathematical Society Lecture Note Series,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Geometry and Topology, Recreational Mathematics",https://doi.org/10.1017/CBO9780511662577
9.78E+12,West,Algae,Cambridge Library Collection - Botany and Horticulture,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Life Sciences, Plant Sciences, Natural Resource Management, Agriculture, Horticulture and forestry",https://doi.org/10.1017/CBO9780511708640
9.78E+12,Seebohm,The Birds of Siberia,Cambridge Library Collection - Zoology,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Life Sciences, General Science, Zoology, History of Science",https://doi.org/10.1017/CBO9781139103749
9.78E+12,Priestley/Cooper,Memoirs of Dr. Joseph Priestley,Cambridge Library Collection - Physical  Sciences,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, General Science, Engineering, Chemistry, History of Science, Engineering: General Interest, Physical Chemistry",https://doi.org/10.1017/CBO9780511709487
9.78E+12,Fabbro et al,Psychodynamic Psychotherapy in South Africa,,Books for Research,Wits University Press,Wits University Press,"Psychiatry, Psychiatry and Clinical Psychology",https://www.cambridge.org/core/product/identifier/9781868146048/type/BOOK
9.78E+12,Ahmad et al,"Changing Space, Changing City",,Books for Research,Wits University Press,Wits University Press,"Social Sciences, Geography, Planning and Urban Geography",https://www.cambridge.org/core/product/identifier/9781868147663/type/BOOK
9.78E+12,Redline/Boyd/Roberts,Placental and Gestational Pathology,Diagnostic Pediatric Pathology,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Pathology and Laboratory Science, Pediatrics and Child Health",https://doi.org/10.1017/9781316848616
9.78E+12,Guidet/Valentin/Flaatten,Quality Management in Intensive Care,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Anesthesia,  Intensive Care, Pain Management",https://doi.org/10.1017/CBO9781316218563
9.78E+12,Jog,Fluid Mechanics,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Engineering, Fluid Dynamics and Solid Mechanics, Thermal-Fluids Engineering",https://doi.org/10.1017/CBO9781316134030
9.78E+12,Woods,Flow in Porous Rocks,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Earth and Environmental Sciences, Mathematics, Applied Geoscience,  Petroleum and Mining Geoscience, Fluid Dynamics and Solid Mechanics",https://doi.org/10.1017/CBO9781107588677
9.78E+12,Wright,"An Original Theory or New Hypothesis of the Universe, Founded upon the Laws of Nature",Cambridge Library Collection - Astronomy,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, General Science, Physics And Astronomy, History of Science, History, Philosophy and Foundations of  Physics",https://doi.org/10.1017/CBO9781107447370
9.78E+12,Fairbairn,Treatise on Mills and Millwork,Cambridge Library Collection - Technology,Historic,Cambridge University Press,Cambridge Library Collection,"Social Sciences, Science and Engineering, History, General Science, Engineering, History of Science and Technology, History of Science, Engineering: General Interest",https://doi.org/10.1017/CBO9781107256682
9.78E+12,Bruff,A Treatise on Engineering Field-Work,Cambridge Library Collection - Technology,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Engineering, General Science, Engineering: General Interest, Civil and Geotechnical Engineering, History of Science",https://doi.org/10.1017/CBO9781107294455
9.78E+12,Ellis/Ellis,Automorphisms and Equivalence Relations in Topological Dynamics,London Mathematical Society Lecture Note Series,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Recreational Mathematics, Geometry and Topology",https://doi.org/10.1017/CBO9781107416253
9.78E+12,Ettinger/Weisbrot,Neurologic Differential Diagnosis,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Psychiatry, Medicine, Neurology and Clinical Neuroscience, Psychiatry and Clinical Psychology",https://doi.org/10.1017/CBO9781139028899
9.78E+12,Markham,Northward Ho!,Cambridge Library Collection - Polar Exploration,Historic,Cambridge University Press,Cambridge Library Collection,"Social Sciences, Geography, Historical Geography",https://doi.org/10.1017/CBO9781107286665
9.78E+12,Gough,Anecdotes of British Topography,"Cambridge Library Collection - British and Irish History, General",Historic,Cambridge University Press,Cambridge Library Collection,"Social Sciences, History, Geography, British History: General Interest, Social and Population History, Historical Geography",https://doi.org/10.1017/CBO9781139897839
9.78E+12,Weierstrass/Rothe,Mathematische Werke,Cambridge Library Collection - Mathematics,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Mathematics, History of Mathematical Texts, Recreational Mathematics",https://doi.org/10.1017/CBO9781139567916
9.78E+12,Aaronson,Quantum Computing since Democritus,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Computer Science, Quantum Physics, Quantum Information and Quantum Computation, Cryptography, Cryptology and Coding",https://doi.org/10.1017/CBO9780511979309
9.78E+12,Gustavii,How to Prepare a Scientific Doctoral Dissertation Based on Research Articles,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, General Science, Life Sciences, Science Handbooks, Life Science Professional Development",https://doi.org/10.1017/CBO9781139151252
9.78E+12,Macholen et al,Evolution of the House Mouse,Cambridge Studies in Morphology and Molecules: New Paradigms in Evolutionary Bio,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Genetics, Evolutionary Biology",https://doi.org/10.1017/CBO9781139044547
9.78E+12,Wall/Jenkins,Practical Statistics for Astronomers,Cambridge Observing Handbooks for Research Astronomers,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, General and Classical Physics, Practical and Amateur Astronomy",https://doi.org/10.1017/CBO9781139031998
9.78E+12,Fox,Atlas of Emergency Ultrasound,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Emergency Medicine, Medical Imaging",https://doi.org/10.1017/CBO9780511997129
9.78E+12,Mittal,Thermally Stable and Flame Retardant Polymer Nanocomposites,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, Materials Science",https://doi.org/10.1017/CBO9780511842412
9.78E+12,Hatcher/Dunn,Parasites in Ecological Communities,"Ecology, Biodiversity and Conservation",Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Zoology, Ecology and Conservation",https://doi.org/10.1017/CBO9780511987359
9.78E+12,James,A Student's Guide to Fourier Transforms,Student's Guides,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Engineering, Mathematical Methods, Engineering Mathematics and Programming, Engineering: General Interest, General and Classical Physics",https://doi.org/10.1017/CBO9780511762307
9.78E+12,Becker,Unravelling Starlight,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, History, Philosophy and Foundations of  Physics",https://doi.org/10.1017/CBO9780511751417
9.78E+12,Xu/Urban,Predictive Toxicology in Drug Safety,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Genomics, Bioinformatics and Systems Biology, Biotechnology",https://doi.org/10.1017/CBO9780511779053
9.78E+12,Hilton/Pedersen/Donmoyer,A Mathematical Tapestry,,Trade Titles,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Recreational Mathematics",https://doi.org/10.1017/CBO9780511777004
9.78E+12,Hetherington/Reid,The Climate Connection,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Earth and Environmental Sciences, Life Sciences, Climatology and Climate Change, Evolutionary Biology",https://doi.org/10.1017/CBO9780511750397
9.78E+12,Barnes,"Genes, Brain and Development",Series for the International Neuropsychological Society,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Medicine, Life Sciences, Neuropsychology, Neurology and Clinical Neuroscience, Genetics",https://doi.org/10.1017/CBO9780511770708
9.78E+12,Grigoropoulos,Transport in Laser Microfabrication,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Engineering, Optics, Optoelectronics and Photonics, Materials Science",https://doi.org/10.1017/CBO9780511596674
